,sentence,label
916,piece trash,0
917,bring coupon bonds,1
918,first thing happened tracking,0
919,thats huge design flaw unless im using correctly dont think case,0
920,carry cargo,1
921,calls drop phone comes screen goes black worst stops ringing intermittently,0
922,product exactly described,0
923,really recommend faceplates since looks nice elegant cool,0
924,ive also problems phone reading memory card always turn,0
925,price good,0
926,item great installed let charged overnite working good every since problems,0
927,great tool entertainment communication data managementoh sure use activesync 42 optimal data synchronization results,0
928,sound quality end excellent use headset call wife ask wife use headset call 2,0
929,price great deal,0
930,like loud buzzing override conversations phone,0
931,go store bought new nokia phone working great,0
932,says,0
933,walk dog,1
934,unfortunately work,0
935,great phone,0
936,unusable moving car freeway speed,0
937,looks great strong,0
938,read others reviews havent problem,0
939,charge cingular att 8525 phone,0
940,prepare reports,1
941,product excellent works better verizon one boy cheaper,0
942,draw drafting plates,1
943,searched internet found one best value,0
944,generate reports,1
945,definitely must state allow cell phone usage driving,0
946,waste,0
947,nice docking station home work,0
948,please dont waste money,0
949,theres really nothing bad say headset,0
950,got car charger even week charger brokeni went plug started smoking,0
951,pick location drop location,1
952,hold phone particular angle party hear clearly,0
953,like design look jabra behing ear headsets 5020 pretty comfortible wear 24 hours day without pain ear,0
954,audio quality poor poor,0
955,could get strong enough signal,0
956,clean bedroom,1
957,shipping time also quick,0
958,wouldnt recommend buying product,0
959,worst customer service ever,0
960,avoid one,0
961,write papers,1
962,software great job could also make ringtones form existing cds without internet connection,0
963,awsome device works great,0
964,im surprised good quality car charger theres much reviews,0
965,product high quality chinese crap,0
966,week later activated suddenly died,0
967,fits comfortably either ear sound clear loud charge lasts couple days,0
968,reception terrible full static,0
969,phone sounded ok great ok wifes phone almost totally unintelligible couldnt understand word said,0
970,teach something give advice,1
971,reaching bottom row uncomfortable send end keys expect be3,0
972,unfortunately recharge iphone 4s despite connecting multiple power sources imac external battery wall outlet etc,0
973,said phone camera nice many cool effects play video decent well,0
974,one works priced right,0
975,clean house,1
976,phone sturdy waterproof,0
977,good item low price,0
978,doesnt last long,0
979,thing disappoint infra red port irda,0
980,love headset,0
981,one big drawback mp3 player buttons phones front cover let pause skip songs lock seconds,0
982,phone works great,0
983,case great works fine 680,0
984,save money ive item 11 months,0
985,essentially communications tool communicate,0
986,doesnt job,0
987,pretty easy,0
988,none works dont buy,0
989,timely shipment quality product,0
990,product costs much one expect work far better greater ease thing,0
991,worth every penny,0
992,buy meat buy fish buy vegetables,1
993,phone unusable new,0
994,pair headphones worst ever soundwise,0
995,ring toneoverall good phone buy,0
996,disappointing thing speakerphone,0
997,clean house,1
998,ive nearly 2 years worked great,0
999,nice case feels good hands,0
1000,horrible switch 3 times,0
1001,great phone,0
1002,weeks far good,0
1003,gets signal verizon phones wont,0
1004,dont waste money,0
1005,essentially forget microsofts tech support,0
1006,im using iriver spinn case fits fine,0
1007,bethe audio quality poor,0
1008,work listening music cingular 8125,0
1009,waste money,0
1010,bought 10 saved alot money,0
1011,joy use,0
1012,works like charm work one got phone,0
1013,unfortunately ability actually know receiving call rather important feature phone pitiful respect,0
1014,using earpieces left right thing stay ear,0
1015,work,0
1016,create dll,1
1017,pick laundry,1
1018,plan ordering,0
1019,however bt headsets currently good real time games like firstperson shooters since audio delay messes,0
1020,wash car clean garage,1
1021,five star plus plus,0
1022,utterly confusing first caused lose couple important contacts,0
1023,simple little phone use breakage unacceptible,0
1024,welldesigned sharp blue nice color,0
1025,im happy purchase good quality low price,0
1026,also didnt like button felt like would crack use,0
1027,impressed going original battery extended battery,0
1028,good protection make phone bulky,0
1029,didnt think instructions provided helpful,0
1030,phone also take great pictures even video clips,0
1031,pairing iphone could happier far,0
1032,document photos,1
1033,convenient simple use gets job done makes car ride much smoother,0
1034,tied charger conversations lasting 45 minutesmajor problems,0
1035,nice sound,0
1036,jawbone era awesome,0
1037,oh forgot also mention weird color effect phone,0
1038,ive bought 5 wired headphones sound better,0
1039,also new problem,0
1040,used talk 1 1 12 hours battery would literally drained dying,0
1041,really like product motorola allot clearer ear piece mic,0
1042,painful ear,0
1043,prompt service,0
1044,case less extra originally put later discarded scratched ear,0
1045,cheap feel look cheap,0
1046,worked great,0
1047,better expected,0
1048,fits securely ear hook even need used sound better directed ear canal,0
1049,buy groceries,1
1050,worst customer service,0
1051,impressed,0
1052,item match picture,0
1053,reception generally good,0
1054,case flimsy piece plastic front side protection whatsoever,0
1055,great product price,0
1056,buy 1 kilo rice,1
1057,wear glasses fits fine,0
1058,check voice mail night keypad backlight turns seconds first message im lost,0
1059,works like charm works advertised,0
1060,works great,0
1061,way plug us unless go converter,0
1062,battery chargelife quite long,0
1063,excellent sound battery life inconspicuous boot,0
1064,also phone doesnt seem accept anything except cbr mp3s preferably ripped windows media player,0
1065,comfortable nice range good battery life,0
1066,cheap plastic creaks like old wooden floor,0
1067,worthwhile,0
1068,phone holds charge like new,0
1069,carry heavy things,1
1070,ear buds play music one ear,0
1071,particular model would work motorola q smartphone,0
1072,found product easy set use,0
1073,tracfonewebsite user friendly makes easy toactivate etc,0
1074,excellent phone,0
1075,perhaps phone defective people cannot hear use,0
1076,excellent product satisfied purchase,0
1077,comes strong light use light camera shots even flash sos signals seriously,0
1078,good product incredible value,0
1079,pay bills,1
1080,battery life highly unacceptable,0
1081,charging overnight batteries work great,0
1082,encode,1
1083,screen size big key pad lit well enough camera quality excellent camera phone,0
1084,also happy price,0
1085,well made fits surefire gx2 perfectly,0
1086,wash dishes,1
1087,due happening every call forced stop using headset,0
1088,hate earbugs avoid phone means,0
1089,pleased see could replace well travled swivel holster blackberry flip,0
1090,perfect ps3,0
1091,wind completely useless,0
1092,piece junk broke phone 2 days,0
1093,bought mother problem battery,0
1094,ordered motorola data cable got well finished working product,0
1095,would highly recommend product,0
1096,many people complained found headsets microphone weak,0
1097,disappointing,0
