,sentence,label
965,still maintain monkeys shouldnt make headphones obviously dont share enough dna copy design humans,0
966,buy frozen goods grocery store,1
967,love bluetooth,0
968,good wearing hat sunglasses,0
969,software great job could also make ringtones form existing cds without internet connection,0
970,great value,0
971,buy mineral water,1
972,youll love thin,0
973,great headset impressed h500,0
974,low quality,0
975,carry heavy luggage,1
976,ear buds play music one ear,0
977,love phone,0
978,cleaning surroundings,1
979,im really disappointed charger doesnt work,0
980,makes strange ticking noises ends call,0
981,excellent product,0
982,wake,1
983,set chairs,1
984,waste money time,0
985,happy product,0
986,even bmw 3 series fairly quiet trouble hearing person saying,0
987,simply best bluetooth headset sound quality,0
988,excellent tool especially paired phones autoanswer,0
989,little geeky think thats sex toast rocks oozes sex right battery embedded sleek stylish leather case,0
990,light plenty battery capacity confortable wear somewhat extended periods time,0
991,pay bills water electricity,1
992,love thing,0
993,impressed going original battery extended battery,0
994,colleague get great receptiona little expensive performance great,0
995,keyboard nice compromise full qwerty basic cell phone number keypad,0
996,bought two neither charge,0
997,sprint charges service,0
998,keyboard really worthwhile usefulness sturdy enough dont expect problems,0
999,also makes easier hold,0
1000,buy additional ingredients,1
1001,fit palm tungsten e2 broke first time tried plug,0
1002,attractive appears good quality,0
1003,battery life also great,0
1004,id expected better consumer experience motorola,0
1005,write 5paragraph essay,1
1006,bluetooth work phone locks screens flash makes calls randomly pocket locked,0
1007,would recommend purchasing jabra jx10 series 2 works flawlessly moto q go figure,0
1008,battery chargelife quite long,0
1009,print someones documents files,1
1010,good price,0
1011,write someones thesis proposal,1
1012,washing dishes,1
1013,write communication letter,1
1014,screen get smudged easily touches ear face,0
1015,waste money,0
1016,love phone handy lot features,0
1017,clear skype calls long battery life long range,0
1018,welldesigned sharp blue nice color,0
1019,never know pushed hard enough right number times function want,0
1020,everything,0
1021,essentially forget microsofts tech support,0
1022,buy kopiko coffee store,1
1023,ironing work clothes,1
1024,make projects,1
1025,recommend igo anyone different brand cell phonesmp3 players family,0
1026,process government papers,1
1027,didnt charge,0
1028,lousy product,0
1029,nice design quality,0
1030,jawbone era awesome,0
1031,sister one also loves,0
1032,send message email,1
1033,fits ear well comfortable,0
1034,highly recommend modest priced cellular phone,0
1035,bring classmate bondpapers,1
1036,conduct survey 150 people,1
1037,bethe audio quality poor,0
1038,works great,0
1039,like loud buzzing override conversations phone,0
1040,used bitpim free program find internetto transfer data phonethe price cable excellent,0
1041,wash dishes,1
1042,beautiful styling though,0
1043,im pleased,0
1044,would reccommend,0
1045,practically useless add kind boost reception bought,0
1046,great software motorolas,0
1047,good enough price,0
1048,checking activities seatworks students,1
1049,fits comfortably either ear sound clear loud charge lasts couple days,0
1050,doesnt hold charge,0
1051,cleaning surroundings school,1
1052,color even prettier thought would graphics incredibly sharp,0
1053,trying many many handsfree gadgets one finally works well,0
1054,impressed price cases,0
1055,camera although rated impressive 13 megapixels renders images fall well expectations relatively high resolution,0
1056,cant beat price,0
1057,draw drafting plates,1
1058,blue ant easy use,0
1059,fix electronics broken,1
1060,buy coffee,1
1061,pay bills,1
1062,quit working id used 18 months purchased another one best headset ive ever owned,0
1063,however bt headsets currently good real time games like firstperson shooters since audio delay messes,0
1064,fit,0
1065,stay away store careful,0
1066,walking dog park,1
1067,homework,1
1068,setup couldnt simpler,0
1069,ill looking new earpiece,0
1070,wash utensils,1
1071,didnt think instructions provided helpful,0
1072,cook rice place,1
1073,item worked great broke 6 months use,0
1074,cook snacks,1
1075,great phone,0
1076,phone got year old slowly breaking despite much care part,0
1077,buying fish meat vegetables,1
1078,possesed get junk idea,0
1079,drain player may also potentially fry,0
1080,5year old nokia 2160 tracfone holds charge lot better,0
1081,voice recognition tremendous,0
1082,none tones acceptable,0
1083,talk presentation seminar,1
1084,design computer related tasks,1
1085,tried 2 units failed within 2 months pros,0
1086,shifting bubbling peeling even scratch nothingi couldnt happier new one droid,0
1087,deliver food friend,1
1088,encode assignment,1
1089,fabulous,0
1090,buy medicine,1
1091,case passed one year mark shows signs wear 100 functional,0
1092,cook food snacks,1
1093,battery runs quickly,0
1094,plug work well,0
1095,cumbersome design,0
1096,submitting reports office,1
1097,excellent,0
1098,cannot make calls certain places,0
1099,chinese forgeries abound,0
1100,worst software ever used could give zero stars would,0
1101,nice solid keyboard,0
1102,howeverthe riingtones best neither games,0
1103,earlier review noted plug charger nothing happens,0
1104,laundry,1
1105,bring coupon bonds,1
1106,could recommend,0
1107,worked well paired treo 700w skype headset pc using usb bluetooth transceiver,0
1108,phone might well worst ive ever brand,0
1109,item arrived quickly works great metro pcs samsung schr450 slider phone sony premium sound ear plugs,0
1110,would recommend,0
1111,make teachers guide,1
1112,cant get software work computer,0
1113,purchased family friends enjoy clarity ease use,0
1114,buy mineral water convenience store,1
1115,pick laundry,1
1116,amazon sucks,0
1117,check voice mail night keypad backlight turns seconds first message im lost,0
1118,work cell phone plug set charger,0
1119,clean surroundings house,1
1120,looses connection phone even within couple feet two,0
1121,buy food load store,1
1122,gotten lot compliments,0
1123,walking dog,1
1124,excellent hands free tool,0
1125,process government reports,1
1126,get absolutely horrible reception apartment phones problem,0
1127,watering plants,1
1128,exactly wanted,0
1129,pay water bill,1
1130,wash underwears,1
1131,gets signal verizon phones wont,0
1132,barely ever hear constantly saying,0
1133,motorola finally got voice quality bluetooth headset right,0
1134,love device,0
1135,leopard print wonderfully wild,0
1136,real killer volume course breaking,0
1137,plan ordering,0
1138,great product price,0
1139,contacted company told although unit still warranty couldnt produce receipt luck,0
1140,charging overnight batteries work great,0
1141,piece crap,0
1142,encode report,1
1143,great earpiece,0
1144,good transmit audio,0
1145,holds charge long time reasonably comfortable longwearing conditions quality sound tremendous,0
1146,however year fliptop started get loose wobbly eventually screen went black couldnt receive place calls,0
1147,clean house,1
1148,cases ive tried normally fall apart months one seems long haul,0
1149,print classmates documents,1
1150,good item low price,0
1151,deliver friends food,1
1152,jabra eargels fit ears well,0
1153,carry heavy appliance,1
1154,several different 2 minute calls experienced 5 drops area 5 bars,0
1155,reversible plug works great,0
1156,authentic leather nice shine comfort recommend case,0
1157,carry things,1
1158,way plug us unless go converter,0
1159,disappointed,0
1160,check students activites,1
1161,fetch cab,1
1162,anyone near hear part conversation,0
1163,unfortunately work,0
1164,write essay,1
1165,buy drinking water,1
1166,fit,0
1167,said abovepretty useless,0
1168,get better reception clarity phone ive,0
1169,work listening music cingular 8125,0
1170,best ive found far ive tried 2 bluetooths one best quality listener well ease using,0
1171,didnt work people hear talk,0
1172,pretty good product,0
1173,displeased,0
1174,dont waste one,0
1175,fixing broken electronics,1
1176,dont like nokia either,0
1177,making educational materials,1
1178,fixes problems,0
1179,overall would recommend phone new walkman,0
1180,ive owned phone 7 months say best mobile phone ive,0
1181,cook rice,1
1182,come fetch lets go home,1
1183,ironing daughters clothes,1
1184,buy vegetables meat fish,1
1185,clean whole house,1
1186,comfortable wear well probably important aspect using case,0
1187,case seems well made,0
1188,clean area set chairs,1
1189,earbud piece breaks easily,0
1190,translate readings,1
1191,bedroom cleaning,1
1192,everything fine reasonable price ie,0
1193,worked well,0
1194,shipping time also quick,0
1195,write communication letter boss,1
1196,clean bedroom,1
1197,receiving using product 2 days broke,0
1198,instructions didnt explain microphone jack could used,0
1199,bring food grandfather two houses house,1
1200,problem item would order needed,0
1201,transport cargo,1
1202,small dont even realize getting used,0
1203,would highly recommend product,0
1204,product strong rubberpetroleum smell unbearable caused return,0
1205,would recommend,0
1206,unfortunately ability actually know receiving call rather important feature phone pitiful respect,0
1207,could take 2 videos time quality poor,0
1208,timely shipment quality product,0
1209,unfortunately easy accidentally activate gentletouch buttons accidentally touch phone face listening,0
1210,phone sturdy nokia bar phones,0
1211,cheap feel look cheap,0
1212,one thing hate mode set button side,0
1213,much disappointed company,0
1214,would recommend others,0
1215,order,0
1216,device great several situations1,0
1217,case flimsy piece plastic front side protection whatsoever,0
1218,cook food breakfast,1
1219,winner us,0
1220,bought phone replacement startac regretted since,0
1221,buying paracetamol store,1
1222,crisp clear,0
1223,gosh best phone ever,0
1224,hear im driving car usually dont even put loudest setting,0
1225,feed pets,1
1226,even take self portraits outside exterior display cool,0
1227,good case excellent value,0
1228,comfortable fit need headset comfortable least hour time entire day,0
1229,checking activites students,1
1230,obviously problem adhesive,0
1231,im still infatuated phone,0
1232,piece trash,0
1233,phone slim light display beautiful,0
1234,look sharp screen nice clear great graphics,0
1235,work,0
1236,document photos,1
1237,company joke,0
1238,talk useless customer service,0
1239,purchased within 2 days longer working,0
1240,horrible phone,0
1241,childs homework,1
1242,im returning,0
1243,process documents government,1
1244,headset fulfills requirements happy purchase,0
1245,disappointed,0
1246,seller shipped quickly much cheaper competitors,0
1247,drive somewhere,1
1248,buying ingredients,1
1249,draw plates,1
1250,lasts less 3o minutes actually try use phonemy wife phone problem,0
1251,hail taxi,1
1252,sweetest phone,0
1253,cleaning friends garage,1
1254,phone unusable new,0
1255,cook food,1
1256,would given star able,0
1257,cook dinner,1
1258,uncomfortable ear dont use lg vx9900 env,0
1259,terrible product waste money,0
1260,clean surroundings garden,1
1261,good show samsung,0
1262,good quality,0
1263,encoding documents,1
1264,preparing outfit clothes,1
1265,headset works peachykeen,0
1266,poor sound quality,0
1267,charge cingular att 8525 phone,0
1268,plays louder speaker size price low would think quality lacking however,0
1269,doesnt work bougth l7c working,0
1270,pleased see could replace well travled swivel holster blackberry flip,0
1271,clean house wash dishes,1
1272,comes strong light use light camera shots even flash sos signals seriously,0
1273,iam pleased purchase,0
1274,worst phone ever,0
1275,great bluetooth,0
1276,research development division obviously knows theyre,0
1277,complaint standard sound volume little low even turned 5of 5,0
1278,bad fit way big,0
1279,days later puff smoke came phone use,0
1280,document sort photos,1
1281,easy use,0
1282,cooking rice dinner,1
1283,fits comfortably came three sizes earbud tips,0
1284,great new packaged nice works good problems came less time expected,0
1285,wash dirty clothes,1
1286,cleaning garage,1
1287,pairing iphone could happier far,0
1288,took one drop 6 inches kitchen counter crackedi impressed laughing,0
1289,happy,0
1290,carry heavy things,1
1291,sound quality end excellent use headset call wife ask wife use headset call 2,0
1292,sitting vehicle cradle belt headset lost signal,0
1293,phone get 2005 bought s710a say wow,0
1294,product costs much one expect work far better greater ease thing,0
1295,ive dropped phone times say even concrete phone still great knock wood,0
1296,clean room,1
1297,buy bread,1
1298,item match picture,0
1299,transport shipment,1
1300,wouldnt recommend buying product,0
1301,received quickly works great,0
1302,linksys way exchange bad phone refurb unit something,0
1303,checking seatworks students,1
1304,around years carries highest quality antiglare screen protector found date,0
1305,able voice dialing car problem,0
1306,love product,0
1307,poor quality service,0
1308,simply want small flip phone look elsewhere extra bells whistles mediocre,0
1309,cool,0
1310,nano stated itmy son dissapointed,0
1311,submitting documents office,1
1312,talk seminar presentation,1
1313,company shipped product promptly works well,0
1314,2 cases would order another,0
1315,handsfree part works fine car tries download address book treo rebootsoverall still rate device high,0
1316,look shop,1
1317,phone crashed completely get replaced,0
1318,dont find bad unit comes one earpad onlyi would recommend anyone,0
1319,certainly comfortable functionality decent,0
1320,many people complained found headsets microphone weak,0
1321,give wirefly 1 stari contact cingularatt inform practice,0
1322,dont make mistake,0
1323,pay bills,1
1324,dont waste money,0
1325,camera color balance awful,0
1326,needless say wasted money,0
1327,however ear pads come easily one week lost one,0
1328,phone works great,0
1329,construction headsets poor,0
1330,really good product,0
1331,make mistake,0
1332,excellent product price,0
1333,week later activated suddenly died,0
1334,carry heavy luggages,1
1335,screen size big key pad lit well enough camera quality excellent camera phone,0
1336,great phone,0
1337,fantastic buy get whatever next phone,0
1338,real improvement,0
1339,never got,0
1340,drawing design plates,1
1341,user friendly,0
1342,great phone,0
1343,nice headphones price work great,0
1344,easy turn car volume controls quite accessable,0
1345,think plan onethis sure last moto phone,0
1346,designing webpage tarpaulin business,1
1347,experience terrible fourth bluetooth headset much comfortable last jabra hated,0
1348,wash plates,1
1349,loudspeaker option great bumpers lights appealing,0
1350,english homework,1
1351,shop groceries,1
1352,says,0
1353,opens battery connection broken device turned,0
1354,great product,0
1355,1 works 2 comfortable,0
1356,reception terrible full static,0
1357,comfortable hand,0
1358,kept well,0
1359,file browser offers options one needshandsfree great,0
1360,found product waaay big,0
1361,really good far probably best bt headset ever,0
1362,create dll,1
1363,didnt want clip going top ear causing discomfort,0
1364,buy bread bakery,1
1365,utter crap sound quality terrible,0
1366,ear loop needed tiny sound great,0
1367,deliver friends food,1
1368,like design look jabra behing ear headsets 5020 pretty comfortible wear 24 hours day without pain ear,0
1369,nice case feels good hands,0
1370,babysit,1
1371,drive mother father tourist spot,1
1372,ive nearly 2 years worked great,0
1373,theres really nothing bad say headset,0
1374,buy coupon bonds manila paper,1
1375,im trying return refund,0
1376,dont make mistake please dont buy phone,0
1377,setting chairs venue,1
1378,recently problems could stay connected 10 minutes disconnected,0
1379,hail taxi,1
1380,best bluetooth market,0
1381,im happy purchase good quality low price,0
1382,warning stay away,0
1383,carrying heavy luggage,1
1384,plantronics bluetooth excelent buy,0
